asset,rated_power_mw,energy_capacity_mwh,load_id,generator_id,valid_from,valid_to,state,county,postcode,latitude,longitude,load_zone,voltage_kv,import_capacity_mw,export_capacity_mw,commissioning_date,tech_type,is_co_located,co_located_type,co_located_mw,zone,owner,qse_id,qse,dme_id,dme,settlement_point_name,integrator,developer,manufacturer
Flat Top (DGR),9.9,16.5,FLTBES_LD1,FLTBES_BESS1,2020-05-28,2021-12-14,,Reeves,,31.197283,-103.3618,west,,,,2020-05-28,Battery,False,,,West,Key Capture Energy,52,MP2 ENERGY LLC,9,KEY CAPTURE ENERGY LLC,FLTBES1,,,
Five Wells,220.8,220.8,FIVEWSLR_LD1,FIVEWSLR_BESS1,2024-06-06,2050-01-01,Texas,Bell,,30.998647,-97.25902,north,,,,2024-06-04,Battery,True,Solar,350.0,North,ENGIE,79,ENGIE ENERGY MARKETING NA INC,55,ENGIE ENERGY MARKETING NA INC,FIVEWSLR_ALL,,,
Ferdinand,205.5,950.0,,,2026-06-09,2049-12-31,Texas,Bexar,,29.34836,-98.57653,south,,,,2026-06-09,Battery,False,,,South,Eolian,6,CPS ENERGY (QSE),3,CPS ENERGY,FERD_ESS_RN,,Eolian,
Fence Post,70.0,105.0,FENCESLR_LD1,FENCESLR_BESS1,2024-10-16,2050-01-01,Texas,Navarro,,32.072844,-96.22393,north,,,,2024-10-16,Battery,True,Solar,253.0,North,Enel North America,87,ENEL TRADING NORTH AMERICA LLC,15,ENEL TRADING NORTH AMERICA LLC,FENCESLR_ALL,,Enel Green Power,
Faulkner (DGR),9.9,9.9,FAULKNER_LD4,FAULKNER_BESS,2022-05-26,2050-01-01,,Reeves,79772,31.262381,-103.7949,west,,,,2022-05-19,Battery,False,,,WEST,Hunt Energy Network,49,HEN POWER MARKETING LLC (SQ1),33,HEN INFRASTRUCTURE LLC 2,FAULKNER_RN,,,
Faulkner (DGR),9.9,9.9,FAULKNER_LD1,FAULKNER_BESS,2022-05-24,2022-05-25,,Reeves,79772,31.262381,-103.7949,west,,,,2022-05-19,Battery,False,,,WEST,Hunt Energy Network,49,HEN POWER MARKETING LLC (SQ1),33,HEN INFRASTRUCTURE LLC 2,FAULKNER_RN,,,
Faulkner (DGR),9.9,9.9,FAULKNER_LD1,FAULKNER_BESS,2022-05-19,2022-05-23,,Reeves,79772,31.262381,-103.7949,west,,,,2022-05-19,Battery,False,,,WEST,Hunt Energy Network,16,HEN POWER MARKETING LLC,13,HEN INFRASTRUCTURE LLC,FAULKNER_RN,,,
Farmersville West 2 (DGR),9.9,20.0,FRMRSVLW_LD2,FRMRSVLW_BES2,2025-09-04,2050-01-01,Texas,Collin,,33.16111,-96.40913,north,138,,,2025-02-20,,False,,,North,Adapture Renewables,56,Tenaska,79,SBESS TX 7 LLC,FRMR_BS2_RN1,,Adapture Renewables,
Farmersville West 2 (DGR),9.9,20.0,FRMRSVLW_LD2,FRMRSVLW_BES2,2025-02-20,2025-09-03,Texas,Collin,,33.16111,-96.40913,north,138,,,2025-02-20,,False,,,North,Adapture Renewables,104,TYR ENERGY LLC,79,SBESS TX 7 LLC,FRMR_BS2_RN1,,Adapture Renewables,
Farmersville (DGR),9.9,9.9,FRMRSVLW_LD1,FRMRSVLW_BESS,2024-06-18,2050-01-01,Texas,Collin,,33.16111,-96.40913,north,138,9.9,9.9,2024-06-18,Battery,False,,,North,Hunt Energy Network,49,HEN POWER MARKETING LLC (SQ1),32,HEN INFRASTRUCTURE LLC 1,FRMRSVLW_RN,,HEN Infrastructure,
Falfurrias,9.9,9.9,FALFUR_LD1,FALFUR_BESS,2024-09-09,2050-01-01,Texas,Brooks,,27.242427,-98.14055,south,,,,2024-09-09,Battery,False,,,South,Hunt Energy Network,49,HEN POWER MARKETING LLC (SQ1),32,HEN INFRASTRUCTURE LLC 1,FALFUR_RN,,,
Falfur,9.9,11.8,FALFUR_LD2,FALFUR_BESS1,2025-08-07,2050-01-01,Texas,Brooks,,27.2469,-98.1474,south,,,,2025-08-07,,False,,,South,REX Storage Holdings,1114,Tenaska,1107,REGIS FALFURRIAS LLC,FALFUR_RN2,,,
Evelyn,220.0,440.0,EVLN_ESS_LD1,EVLN_ESS_BESS1,2025-09-22,2050-01-01,Texas,Galveston,,29.488956,-95.03651,houston,138,,,2025-09-22,,False,,,Houston,Gridstor,1127,SHELL ENERGY NORTH AMERICA (US) LP,1109,GRIDSTOR LLC,EVLN_ESS_RN,,Gridstor,
Eunice,40.3,40.0,EUNICE_LD1,EUNICE_BES1,2021-07-14,2050-01-31,,Andrews,,32.116388,-102.5283,west,,,,2021-07-14,Battery,True,Solar,420.0,West,Orsted,4,TENASKA POWER SERVICES,1,2W PERMIAN SOLAR LLC,EUNICE_ALL,,Orsted,
Estonian,101.6,152.0,ESTONIAN_LD1,ESTONIAN_BES1,2024-12-31,2050-01-01,Texas,Delta,,33.4529,-95.6772,north,138,,,2024-12-31,,True,Solar,202.0,North,Enel North America,100,ENEL TRADING NORTH AMERICA LLC,15,ENEL TRADING NORTH AMERICA LLC,ESTONIAN_ALL,,Enel Green Power,
Endurance Park,50.0,99.0,ENDPARKS_LD1,ENDPARKS_ESS1,2024-10-10,2050-01-01,Texas,Scurry,,32.85583,-100.9917,west,,,,2022-12-28,Battery,False,,,West,Key Capture Energy,95,GRIDMATIC EQUISETUM LLC,69,GRIDMATIC EQUISETUM LLC,ENDPARK_ESS1,,Key Capture Energy,Sungrow
Endurance Park,50.0,99.0,ENDPARKS_LD1,ENDPARKS_ESS1,2022-12-28,2024-10-09,Texas,Scurry,,32.85583,-100.9917,west,,,,2022-12-28,Battery,False,,,West,Key Capture Energy,12,SHELL ENERGY NORTH AMERICA (US) LP,9,KEY CAPTURE ENERGY LLC,ENDPARK_ESS1,,Key Capture Energy,Sungrow
Empire Central,9.9,14.0,,,2026-01-13,2050-01-01,Texas,Dallas,,32.825972,-96.863028,,,,,2026-01-13,Battery,False,,,North,SMT Energy,65,TENASKA POWER SERVICES CO,75,SMT TX MANAGEMENT II LLC,EMPCT_RN,,,
Elsa (DGR),10.0,10.0,ELSA_LD1,ELSA_BESS,2023-12-14,2050-01-01,TX,Hidalgo,,26.296101,-98.0096,south,,,,2023-12-14,Battery co-located (wind),True,Wind,,South,SMT Energy,65,TENASKA POWER SERVICES CO,41,SMT TX MANAGEMENT LLC,ELSA_ESR_RN,,,
Elm Street 2,9.9,18.0,,,2026-02-18,2050-01-01,Texas,Ward,,31.5273,-103.2735,,69,,,2026-02-18,,False,,,West,On.Energy,1148,SYSO INC,1135,NORTH PECOS CLEAN ENERGY CENTER LLC,ELM_ST_RN2,,On.Energy,
Eliza,100.0,150.0,ELZA_SLR_LD1,ELZA_SLR_BES1,2025-06-17,2050-01-01,Texas,Kaufman,,-96.1848,32.8196,north,,,,2025-06-17,,True,solar PV,151.7,North,Enel North America,1115,ENEL TRADING NORTH AMERICA LLC,15,ENEL TRADING NORTH AMERICA LLC,ELZA_SLR_RN,Energy Vault,Enel North America,LG Chem
Ebony,203.5,400.0,EBNY_ESS_LD1,EBNY_ESS_BESS1,2024-06-12,2050-01-01,Texas,Comal,,29.620088,-98.33448,south,138,203.5,203.5,2024-06-12,Battery,False,,,South,Plus Power,80,ENGIE ENERGY MARKETING NA INC,34,GAMBIT ENERGY STORAGE LLC,EBNY_ESS_RN,,Plus Power,
East Harrison,9.9,20.1,,,2026-04-21,2049-12-31,,Cameron,,26.1959,-97.6707,south,69,,,2026-04-21,Battery,False,,,Coastal,Aggreko,56,Tenaska,1152,Aggreko,E_HARRIS_RN,,Aggreko,
Downtown,9.9,18.0,,,2026-02-19,2050-01-01,Texas,Pecos,,30.9059,-102.924,,69,,,2026-02-19,,False,,,West,On.Energy,1148,SYSO INC,1133,FORT STOCKTON CLEAN ENERGY CENTER LLC,TNFS_RN,,On.Energy,
Dogfish,75.0,91.5,DGFS_ESR_LD1,DGFS_ESR_BESS1,2025-05-22,2050-01-01,TX,Pecos,,31.422912,-103.493229,west,138,,,2025-05-22,,False,,,West,Gore Street Energy Storage Fund,56,Tenaska,1090,DOGFISH ESS ASSETS LLC (DME),DGFS_ESR_RN,Nidec Motor Corporation,Gore Street Energy Storage Fund,
Dickinson (DGR),9.9,9.9,DICKNSON_LD1,DICKNSON_UNIT1,2024-05-01,2050-01-01,,Galveston,77539,29.461255,-95.05699,houston,,,,2021-06-09,Battery,False,,,Houston,ENGIE,77,ENGIE ENERGY MARKETING NA INC,53,ENGIE,BRP_DIKN_RN,,,
Dickinson (DGR),9.9,9.9,DICKNSON_LD1,DICKNSON_UNIT1,2023-10-09,2024-04-30,,Galveston,77539,29.461255,-95.05699,houston,,,,2021-06-09,Battery,False,,,Houston,ENGIE,54,BROAD REACH QSE I LLC (,39,BRP INTERMEDIATECO I LLC,BRP_DIKN_RN,,,
Dickinson (DGR),9.9,9.9,DICKNSON_LD1,DICKNSON_UNIT1,2023-09-01,2023-10-08,,Galveston,77539,29.461255,-95.05699,houston,,,,2021-06-09,Battery,False,,,Houston,ENGIE,54,BROAD REACH QSE I LLC (,4,BRP INTERMEDIATECO I LLC,BRP_DIKN_RN,,,
Dickinson (DGR),9.9,9.9,DICKNSON_LD1,DICKNSON_UNIT1,2023-04-26,2023-08-31,,Galveston,77539,29.461255,-95.05699,houston,,,,2021-06-09,Battery,False,,,Houston,Broad Reach Power LLC,54,BROAD REACH QSE I LLC (,4,BRP INTERMEDIATECO I LLC,BRP_DIKN_RN,,,
Dickinson (DGR),9.9,9.9,DICKNSON_LD1,DICKNSON_UNIT1,2022-10-19,2023-04-25,,Galveston,77539,29.461255,-95.05699,houston,,,,2021-06-09,Battery,False,,,Houston,Broad Reach Power LLC,7,BROAD REACH QSE,4,BRP INTERMEDIATECO I LLC,BRP_DIKN_RN,,,
Dickinson (DGR),9.9,9.9,BRP_DIKN_LD1,BRP_DIKN_UNIT1,2021-06-09,2022-10-18,,Galveston,77539,29.461255,-95.05699,houston,,,,2021-06-09,Battery,False,,,Houston,Broad Reach Power LLC,7,BROAD REACH QSE,4,BRP INTERMEDIATECO I LLC,BRP_DIKN_RN,,,
Dickens U4,50.0,50.0,DKNS_ESS_LD4,DKNS_ESS_BES4,2024-09-16,2050-01-01,Texas,Dickens,,33.781077,-100.8832,west,,,,2024-09-16,Battery,False,,,Panhandle,ENGIE,77,ENGIE ENERGY MARKETING NA INC,53,ENGIE,DKNS_ESS_RN,,,
Dickens U3,50.0,50.0,DKNS_ESS_LD3,DKNS_ESS_BES3,2024-09-16,2050-01-01,Texas,Dickens,,33.781077,-100.8832,west,,,,2024-09-16,Battery,False,,,Panhandle,ENGIE,77,ENGIE ENERGY MARKETING NA INC,53,ENGIE,DKNS_ESS_RN,,,
Dickens U2,50.0,50.0,DKNS_ESS_LD2,DKNS_ESS_BES2,2024-09-16,2050-01-01,Texas,Dickens,,33.781077,-100.8832,west,,,,2024-09-16,Battery,False,,,Panhandle,ENGIE,77,ENGIE ENERGY MARKETING NA INC,53,ENGIE,DKNS_ESS_RN,,,
Dickens U1,50.0,50.0,DKNS_ESS_LD1,DKNS_ESS_BES1,2024-09-16,2050-01-01,Texas,Dickens,,33.781077,-100.8832,west,,,,2024-09-16,Battery,False,,,Panhandle,ENGIE,77,ENGIE ENERGY MARKETING NA INC,53,ENGIE,DKNS_ESS_RN,,,
Diboll (DGR),9.9,9.9,DIBOL_LD3,DIBOL_BESS,2023-12-19,2050-01-01,Texas,Angelina,,31.193794,-94.79818,north,,9.9,9.9,2023-12-05,Battery,False,,,North,Hunt Energy Network,49,HEN POWER MARKETING LLC (SQ1),32,HEN INFRASTRUCTURE LLC 1,DIBOL_RN,,,
Desna,205.46,400.0,,,2026-06-23,2049-12-31,Texas,Brazoria,,29.063305,-95.73543,houston,,,,2026-06-23,Battery,False,,,Coastal,ENGIE,1124,ENGIE,53,ENGIE,DESN_ESS_RN,,Broad Reach Power,
Desert Willow,150.0,300.0,DSWL_ESS_LD1,DSWL_ESS_BES1,2026-01-07,2050-01-01,Texas,Ellis,,32.452281,-97.07263,north,345,,,2025-05-12,,False,,,North,esVolta,1152,PHILLIPS 66 ENERGY TRADING LLC (SQ3),1091,DESERT WILLOW ENERGY STORAGE LLC,DSWL_BES1,Sungrow,Black Mountain Energy Storage,Sungrow
Desert Willow,150.0,300.0,DSWL_ESS_LD1,DSWL_ESS_BES1,2025-05-12,2026-01-06,Texas,Ellis,,32.452281,-97.07263,north,345,,,2025-05-12,,False,,,North,esVolta,1111,ESV ENERGY MANAGEMENT LLC,1091,DESERT WILLOW ENERGY STORAGE LLC,DSWL_BES1,Sungrow,Black Mountain Energy Storage,Sungrow
Decordova 4,64.2,64.2,DCSES_LD4,DCSES_BES4,2022-07-12,2050-01-31,,Hood,76049,32.403056,-97.70056,north,,,,2022-07-12,Battery,False,,,North,Vistra corp,19,LUMINANT ENERGY COMPANY LLC,16,DECORDOVA BESS LLC,DC2SES_ALL,,,
Decordova 3,64.2,64.2,DCSES_LD3,DCSES_BES3,2022-07-12,2050-01-31,,Hood,76049,32.403056,-97.70056,north,,,,2022-07-12,Battery,False,,,North,Vistra corp,19,LUMINANT ENERGY COMPANY LLC,16,DECORDOVA BESS LLC,DC2SES_ALL,,,
Decordova 2,67.3,67.3,DCSES_LD2,DCSES_BES2,2022-07-12,2050-01-31,,Hood,76049,32.403056,-97.70056,north,,,,2022-07-12,Battery,False,,,North,Vistra corp,19,LUMINANT ENERGY COMPANY LLC,16,DECORDOVA BESS LLC,DC2SES_ALL,,,
Decordova 1,67.3,67.3,DCSES_LD1,DCSES_BES1,2022-07-12,2050-01-31,,Hood,76049,32.403056,-97.70056,north,,,,2022-07-12,Battery,False,,,North,Vistra corp,19,LUMINANT ENERGY COMPANY LLC,16,DECORDOVA BESS LLC,DC2SES_ALL,,,
Danish Fields U2,75.1,110.0,DAN_LD2,DAN_BESS2,2025-04-30,2050-01-01,Texas,Wharton,,29.013637,-96.22054,south,,,,2025-04-30,,True,,,Houston,TotalEnergies,1105,TotalEnergies,42,TotalEnergies,DAN_ALL,,SunChase Power,Saft
Danish Fields U1,77.8,115.0,DAN_LD1,DAN_BESS1,2025-04-30,2050-01-01,Texas,Wharton,,29.013637,-96.22054,south,,,,2025-04-30,,True,,,Houston,TotalEnergies,1105,TotalEnergies,42,TotalEnergies,DAN_ALL,,SunChase Power,Saft
Damon,4.98,9.7,DA_LD3,DA_BESS,2025-03-21,2050-01-01,Texas,Brazoria,77461,29.382,-95.7011,houston,138,,,2025-03-21,,False,,,Coastal,Vopak Energy Storage Texas,1107,SHELL ENERGY NORTH AMERICA (US) LP,1086,BACCHARIS STORAGE LLC,DA_BESS,,,
Cunningham,190.0,380.0,TURQBESS_LD1,TURQBESS_BESS1,2024-10-16,2050-01-01,Texas,Hunt,,33.004305,-96.07591,north,,,,2023-07-26,Battery,False,,,North,ACCIONA Energia,97,HABITAT ENERGY INC,38,BT CUNNINGHAM STORAGE LLC,TURQ_BESS1,,Golf State Renewable Energy GSR,CATL
Cunningham,190.0,380.0,TURQBESS_LD1,TURQBESS_BESS1,2024-06-05,2024-10-15,Texas,Hunt,,33.004305,-96.07591,north,,,,2023-07-26,Battery,False,,,North,ACCIONA Energia,58,HABITAT ENERGY INC (QSE),38,BT CUNNINGHAM STORAGE LLC,TURQ_BESS1,,Golf State Renewable Energy GSR,CATL
Cunningham,190.0,380.0,TURQBESS_LD1,TURQBESS_BESS1,2023-07-26,2024-06-04,Texas,Hunt,,33.004305,-96.07591,north,,,,2023-07-26,Battery,False,,,North,ACCIONA Energia,64,BOSTON ENERGY TRADING AND MARKETING LLC,38,BT CUNNINGHAM STORAGE LLC,TURQ_BESS1,,Golf State Renewable Energy GSR,CATL
Cross Trails,58.0,114.0,CROSSTRL_LD1,CROSSTRL_BESS1,2025-05-30,2050-01-01,TX,Scurry,,32.58,-101.0,west,,,,2025-05-30,,False,,,West,Energy Vault,95,GRIDMATIC EQUISETUM LLC,69,GRIDMATIC EQUISETUM LLC,CROSSTRL_RN,Energy Vault,Energy Vault,
Crossett Power 2,101.5,100.0,CROSSETT_LD2,CROSSETT_BES2,2026-01-07,2050-01-01,,Crane,,31.191687,-102.3172,west,,,,2022-05-26,Battery,False,,,West,Jupiter Power,1112,Jupiter Power Energy Management LLC,11,CROSSETT POWER MANAGEMENT LLC,CROSSETT_ALL,,Jupiter Power,
Crossett Power 2,101.5,100.0,CROSSETT_LD2,CROSSETT_BES2,2025-04-16,2026-01-06,,Crane,,31.191687,-102.3172,west,,,,2022-05-26,Battery,False,,,West,Jupiter Power,1110,JUPITER POWER ENERGY MANAGEMENT LLC,11,CROSSETT POWER MANAGEMENT LLC,CROSSETT_ALL,,Jupiter Power,
Crossett Power 2,101.5,100.0,CROSSETT_LD2,CROSSETT_BES2,2022-05-26,2025-04-15,,Crane,,31.191687,-102.3172,west,,,,2022-05-26,Battery,False,,,West,Jupiter Power,14,TENASKA POWER SERVICES CO,11,CROSSETT POWER MANAGEMENT LLC,CROSSETT_ALL,,Jupiter Power,
Crossett Power 1,101.5,100.0,CROSSETT_LD1,CROSSETT_BES1,2026-01-07,2049-12-31,,Crane,,31.191687,-102.3172,west,,,,2022-05-26,Battery,False,,,West,Jupiter Power,1112,Jupiter Power Energy Management LLC,56,HATCH EQ I LLC,CROSSETT_ALL,,Jupiter Power,
Crossett Power 1,101.5,100.0,CROSSETT_LD1,CROSSETT_BES1,2025-05-01,2026-01-06,,Crane,,31.191687,-102.3172,west,,,,2022-05-26,Battery,False,,,West,Jupiter Power,1110,JUPITER POWER ENERGY MANAGEMENT LLC,56,HATCH EQ I LLC,CROSSETT_ALL,,Jupiter Power,
Crossett Power 1,101.5,100.0,CROSSETT_LD1,CROSSETT_BES1,2024-07-20,2025-04-30,,Crane,,31.191687,-102.3172,west,,,,2022-05-26,Battery,False,,,West,Jupiter Power,59,ZEPHYR ASSET MANAGEMENT LLC (QSE),56,HATCH EQ I LLC,CROSSETT_ALL,,Jupiter Power,
Crossett Power 1,101.5,100.0,CROSSETT_LD1,CROSSETT_BES1,2023-07-20,2024-07-19,,Crane,,31.191687,-102.3172,west,,,,2022-05-26,Battery,False,,,West,Jupiter Power,59,ZEPHYR ASSET MANAGEMENT LLC (QSE),36,CROSSETT POWER MANAGEMENT LLC 1,CROSSETT_ALL,,Jupiter Power,
Crossett Power 1,101.5,100.0,CROSSETT_LD1,CROSSETT_BES1,2023-06-27,2023-07-19,,Crane,,31.191687,-102.3172,west,,,,2022-05-26,Battery,False,,,West,Jupiter Power,14,TENASKA POWER SERVICES CO,36,CROSSETT POWER MANAGEMENT LLC 1,CROSSETT_ALL,,Jupiter Power,
Crossett Power 1,101.5,100.0,CROSSETT_LD1,CROSSETT_BES1,2022-05-27,2023-06-26,,Crane,,31.191687,-102.3172,west,,,,2022-05-26,Battery,False,,,West,Jupiter Power,14,TENASKA POWER SERVICES CO,11,CROSSETT POWER MANAGEMENT LLC,CROSSETT_ALL,,Jupiter Power,
Crosby,9.9,20.0,CS_LD1,CS_BESS,2025-09-04,2050-01-01,Texas,Harris,,29.9542,-95.0206,houston,138,,,2025-03-13,,False,,,Houston,On.Energy,56,Tenaska,1081,CROSBY CLEAN ENERGY CENTER LLC,CS_RN,,On.Energy,
Crosby,9.9,20.0,CS_LD1,CS_BESS,2025-03-13,2025-09-03,Texas,Harris,,29.9542,-95.0206,houston,138,,,2025-03-13,,False,,,Houston,On.Energy,1106,TYR ENERGY LLC,1081,CROSBY CLEAN ENERGY CENTER LLC,CS_RN,,On.Energy,
Crockett 1,9.9,20.0,CR_LD1,CR_BESS1,2024-12-13,2050-01-01,Texas,Harris,,29.9017,-95.3855,houston,138,,,2024-12-13,Battery,False,,,Houston,Prologis,102,PROLOGIS ENERGY LLC,72,ESTX PLD HOUSTON1 LLC,CR_RN,,,
Coyote Springs,9.9,9.9,COYOTSPR_LD5,COYOTSPR_BESS,2022-12-01,2050-01-01,Texas,Reeves,,31.39471,-103.6303,west,,,,2022-06-14,Battery,False,,,West,Hunt Energy Network,49,HEN POWER MARKETING LLC (SQ1),13,HEN INFRASTRUCTURE LLC,COYOTSPR_RN,,,
Coyote Springs,9.9,9.9,COYOTSPR_LD5,COYOTSPR_BESS,2022-06-14,2022-11-30,Texas,Reeves,,31.39471,-103.6303,west,,,,2022-06-14,Battery,False,,,West,Hunt Energy Network,16,HEN POWER MARKETING LLC,13,HEN INFRASTRUCTURE LLC,COYOTSPR_RN,,,
Cotulla,9.9,24.7,,,2026-06-17,2049-12-31,Texas,La Salle,,28.442298,-99.25255,south,,,,2026-06-17,Battery,False,,,South,Marubeni,1156,GridBeyond,1156,Marubeni,COTULLA_RN,,Adapture Renewables,
Cottonwood Bayou,153.0,225.0,CTW_LD1,CTW_BESS1,2025-12-11,2050-01-01,Texas,Brazoria,,29.265141,-95.249231,,,,,2025-12-11,,True,Solar,350.0,Coastal,TotalEnergies,68,TotalEnergies,42,TotalEnergies,CTW_RN,Saft,TotalEnergies,Saft
Corazon,205.0,200.0,CORAZON_LD1,CORAZON_BESS1,2025-12-24,2050-01-01,Texas,Webb,,27.5853,-99.283,,,,,2025-12-24,,True,Solar,205.0,South,Eni New Energy,1141,Habitat Energy Inc,1120,CORAZON ENERGY LLC,CORAZON_RN,,,
Coral U2,52.2,59.4,CORALSLR_LD2,CORALSLR_BESS2,2024-09-24,2050-01-01,Texas,Falls,,31.45,-96.86,north,,,,2024-09-24,Battery,True,Solar,147.0,North,National Grid Renewables,91,NG RENEWABLES ENERGY SERVICES LLC CH,63,COPPERHEAD SOLAR LLC,CORALSLR_ALL,,,
Coral U1,48.4,61.4,CORALSLR_LD1,CORALSLR_BESS1,2024-09-24,2050-01-01,Texas,Falls,,31.45,-96.86,north,,,,2024-09-24,Battery,True,Solar,147.0,North,National Grid Renewables,91,NG RENEWABLES ENERGY SERVICES LLC CH,63,COPPERHEAD SOLAR LLC,CORALSLR_ALL,,,
Continental (DGR),9.9,9.9,CONTINEN_LD1,CONTINEN_BESS1,2025-06-18,2050-01-01,Texas,Starr,,26.51553,-98.60928,south,,9.9,9.9,2024-07-31,Battery,False,,,South,REX Storage Holdings,1114,Tenaska,60,REGIS CONTINENTAL LLC,CONTINEN_RN,Stem,Regis Energy Partners,
Continental (DGR),9.9,9.9,CONTINEN_LD1,CONTINEN_BESS1,2024-11-03,2025-06-17,Texas,Starr,,26.51553,-98.60928,south,,9.9,9.9,2024-07-31,Battery,False,,,South,REX Storage Holdings,88,TYR ENERGY LLC,60,REGIS CONTINENTAL LLC,CONTINEN_RN,Stem,Regis Energy Partners,
Continental (DGR),9.9,9.9,CONTINEN_LD1,CONTINEN_BESS1,2024-07-31,2024-11-02,Texas,Starr,,26.51553,-98.60928,south,,9.9,9.9,2024-07-31,Battery,False,,,South,REX Storage Holdings,85,TYR ENERGY LLC,60,REGIS CONTINENTAL LLC,CONTINEN_RN,Stem,Regis Energy Partners,
Connolly,125.0,250.0,CNLY_ESS_LD1,CNLY_ESS_BESS_1,2024-11-01,2050-01-01,Texas,Wise,,33.21008,-97.41627,north,138,,,2024-11-01,Battery,False,,,North,Tesla,94,ENGIE ENERGY MARKETING NA INC,67,BT CONNOLLY STORAGE LLC,CNLY_ESS_RN,,Tesla,Tesla
Commerce St (DGR),10.0,10.0,X4_LD1,X4_SWRI,2023-07-27,2050-01-31,,Bexar,78227,29.43445,-98.61765,south,,,,2020-10-17,Co-located battery (Solar),True,Solar,5.0,South,CPS Energy,6,CPS ENERGY (QSE),3,CPS ENERGY,X443ESRN,,,
Commerce St (DGR),10.0,10.0,X443ESS1_LD1,X443ESS1_SWRI,2020-10-17,2023-07-26,,Bexar,78227,29.43445,-98.61765,south,,,,2020-10-17,Co-located battery (Solar),True,Solar,5.0,South,CPS Energy,6,CPS ENERGY (QSE),3,CPS ENERGY,X443ESRN,,,
Citrus City,9.9,22.4,CITRUSCY_LD1,CITRUSCY_BESS1,2025-07-16,2050-01-01,Texas,Hidalgo,,26.32162,-98.35149,south,138,,,2025-07-16,Battery,False,,,South,Prologis,102,PROLOGIS ENERGY LLC,1102,SBESS TX10 LLC,CITRUSCY_RN,,,
Cisco,9.9,10.75,CISC_LD1,CISC_BESS,2024-10-29,2050-01-01,Texas,Eastland,,32.391533,-98.97816,north,,,,2024-10-29,Battery,False,,,North,Hunt Energy Network,49,HEN POWER MARKETING LLC (SQ1),32,HEN INFRASTRUCTURE LLC 1,CISC_RN,,HEN Infrastructure,
Chisholm,100.0,130.0,CHISMGRD_LD1,CHISMGRD_BES1,2021-11-17,2050-01-31,Texas,Tarrant,76052,32.904444,-97.38611,north,,,,2021-10-01,Battery,False,,,North,Eolian,23,TENASKA POWER SERVICES CO,24,CHISHOLM GRID LLC,CHISMGRD_RN,,Able Grid Energy Solutions,
Chisholm,100.0,130.0,CHISMGRD_LD1,CHISMGRD_BES1,2021-10-01,2021-11-16,Texas,Tarrant,76052,32.904444,-97.38611,north,,,,2021-10-01,Battery,False,,,North,Eolian,4,TENASKA POWER SERVICES,24,CHISHOLM GRID LLC,CHISMGRD_RN,,Able Grid Energy Solutions,
Chillingham,153.93,300.0,CHIL_SLR_LD1,CHIL_SL1_BESS1,2025-07-23,2050-01-01,Texas,Bell,,31.005302,-97.26319,south,345,,,2025-07-23,Battery,True,Solar,350.0,North,ENGIE,1119,ENGIE ENERGY MARKETING NA INC,53,ENGIE,CHIL_SLR,,ENGIE,
Century,9.9,19.0,CNTRY_LD1,CNTRY_BESS1,2024-12-18,2050-01-01,Texas,Tarrant,,32.68820026137598,-97.0840104996037,north,,,,2024-12-18,Battery,False,,,North,Prologis,102,PROLOGIS ENERGY LLC,73,ESTX PLD GRANDPRAIRIE1 LLC,CNTRY_RN,,Prologis,
Cedarvale (DGR),9.9,9.9,CEDRVALE_LD4,CEDRVALE_BESS,2022-12-01,2050-01-01,,Reeves,79719,31.514106,-103.4524,west,,,,2022-06-17,Battery,False,,,West,Hunt Energy Network,49,HEN POWER MARKETING LLC (SQ1),13,HEN INFRASTRUCTURE LLC,CEDRVALE_RN,,,
Cedarvale (DGR),9.9,9.9,CEDRVALE_LD4,CEDRVALE_BESS,2022-06-17,2022-11-30,,Reeves,79719,31.514106,-103.4524,west,,,,2022-06-17,Battery,False,,,West,Hunt Energy Network,16,HEN POWER MARKETING LLC,13,HEN INFRASTRUCTURE LLC,CEDRVALE_RN,,,
Catarina (DGR),9.9,9.9,CATARINA_LD1,CATARINA_BESS,2022-12-01,2050-01-01,,Dimmit,78836,28.34705,-99.6737,south,,,,2022-08-25,Battery,False,,,South,Hunt Energy Network,49,HEN POWER MARKETING LLC (SQ1),13,HEN INFRASTRUCTURE LLC,CATARINA_B1,,,
Catarina (DGR),9.9,9.9,CATARINA_LD1,CATARINA_BESS,2022-08-25,2022-11-30,,Dimmit,78836,28.34705,-99.6737,south,,,,2022-08-25,Battery,False,,,South,Hunt Energy Network,16,HEN POWER MARKETING LLC,13,HEN INFRASTRUCTURE LLC,CATARINA_B1,,,
Castor,205.39,461.1,,,2026-05-28,2049-12-31,Texas,Brazoria,,29.150279,-95.65118,houston,,,,2026-05-28,Battery,False,,,Coastal,ENGIE,1124,ENGIE,53,ENGIE,CAST_ESS_RN,,Broad Reach Power,
Castle Gap,9.9,42.0,CASL_GAP_LD1,CASL_GAP_BATTERY1,2019-06-01,2050-01-01,Texas,Upton,,31.255,-102.272,west,,,,2019-06-01,Battery,True,Solar,180.0,West,Luminant,96,LUMINANT ENERGY COMPANY LLC,16,DECORDOVA BESS LLC,CASL_GAP_UN1,,,
